model,obs,lead_day,threshold_mm_day,forecast_probability,observed_frequency,count,abs_calibration_gap,weighted_abs_gap,ece
gencast,CHIRPS,5,20,0.8,0.26666666666666666,45,0.5333333333333334,0.0005095108695652175,0.022467306385869565
gencast,CHIRPS,5,20,0.9,0.34375,32,0.55625,0.00037788722826086955,0.022467306385869565
gencast,CHIRPS,5,20,1.0,0.4,20,0.6,0.0002547554347826087,0.022467306385869565
gencast,CHIRPS,7,1,0.0,0.0852342959883133,17798,0.0852342959883133,0.032205332880434784,0.10200407608695654
gencast,CHIRPS,7,1,0.1,0.2292837936934735,4091,0.12928379369347348,0.011228345788043478,0.10200407608695654
gencast,CHIRPS,7,1,0.2,0.2742857142857143,2800,0.07428571428571429,0.004415760869565218,0.10200407608695654
gencast,CHIRPS,7,1,0.3,0.365625,2240,0.06562499999999999,0.003120754076086956,0.10200407608695654
gencast,CHIRPS,7,1,0.4,0.43423423423423424,2220,0.03423423423423422,0.0016134510869565209,0.10200407608695654
gencast,CHIRPS,7,1,0.5,0.512832477834811,2143,0.012832477834811007,0.000583814538043478,0.10200407608695654
gencast,CHIRPS,7,1,0.6,0.5587971274685817,2228,0.0412028725314183,0.0019488790760869557,0.10200407608695654
gencast,CHIRPS,7,1,0.7,0.5956396544631839,2431,0.10436034553681606,0.005385954483695649,0.10200407608695654
gencast,CHIRPS,7,1,0.8,0.6693296283431747,2879,0.13067037165682538,0.007986582880434788,0.10200407608695654
gencast,CHIRPS,7,1,0.9,0.7184438846907361,3573,0.18155611530926397,0.013771654211956526,0.10200407608695654
gencast,CHIRPS,7,1,1.0,0.8021697511167837,4701,0.19783024888321632,0.019743546195652172,0.10200407608695654
gencast,CHIRPS,7,5,0.0,0.04506040706744549,27563,0.04506040706744549,0.0263671875,0.06935079823369565
gencast,CHIRPS,7,5,0.1,0.20178653229500687,4366,0.10178653229500687,0.009434442934782608,0.06935079823369565
gencast,CHIRPS,7,5,0.2,0.2746331236897275,3339,0.07463312368972747,0.005290421195652173,0.06935079823369565
gencast,CHIRPS,7,5,0.3,0.3522422384055194,2609,0.05224223840551939,0.0028935971467391325,0.06935079823369565
gencast,CHIRPS,7,5,0.4,0.4143646408839779,2172,0.014364640883977875,0.0006623641304347815,0.06935079823369565
gencast,CHIRPS,7,5,0.5,0.443912812333865,1881,0.05608718766613502,0.002239724864130434,0.06935079823369565
gencast,CHIRPS,7,5,0.6,0.5034396497811132,1599,0.09656035021888676,0.0032778532608695636,0.06935079823369565
gencast,CHIRPS,7,5,0.7,0.5022970903522205,1306,0.19770290964777948,0.00548148777173913,0.06935079823369565
gencast,CHIRPS,7,5,0.8,0.5602240896358543,1071,0.2397759103641457,0.005451766304347828,0.06935079823369565
gencast,CHIRPS,7,5,0.9,0.582723279648609,683,0.317276720351391,0.004600458559782609,0.06935079823369565
gencast,CHIRPS,7,5,1.0,0.6660194174757281,515,0.3339805825242719,0.0036514945652173915,0.06935079823369565
gencast,CHIRPS,7,10,0.0,0.033571950328707086,34225,0.033571950328707086,0.02439283288043478,0.046908967391304346
gencast,CHIRPS,7,10,0.1,0.16029745920264407,4841,0.060297459202644066,0.006196925951086955,0.046908967391304346
gencast,CHIRPS,7,10,0.2,0.20585197934595525,2905,0.005851979345955244,0.0003609035326086953,0.046908967391304346
gencast,CHIRPS,7,10,0.3,0.2685650474595198,1791,0.03143495254048018,0.0011952275815217388,0.046908967391304346
gencast,CHIRPS,7,10,0.4,0.2885106382978723,1175,0.1114893617021277,0.0027810801630434793,0.046908967391304346
gencast,CHIRPS,7,10,0.5,0.3454317897371715,799,0.15456821026282852,0.0026218580163043475,0.046908967391304346
gencast,CHIRPS,7,10,0.6,0.31894934333958724,533,0.28105065666041273,0.003180197010869565,0.046908967391304346
gencast,CHIRPS,7,10,0.7,0.3864306784660767,339,0.31356932153392325,0.0022567085597826084,0.046908967391304346
gencast,CHIRPS,7,10,0.8,0.4424778761061947,226,0.35752212389380533,0.0017153532608695653,0.046908967391304346
gencast,CHIRPS,7,10,0.9,0.5466666666666666,150,0.3533333333333334,0.0011251698369565217,0.046908967391304346
gencast,CHIRPS,7,10,1.0,0.575,120,0.42500000000000004,0.001082710597826087,0.046908967391304346
gencast,CHIRPS,7,20,0.0,0.01531285337353939,42448,0.01531285337353939,0.013799252717391304,0.021807065217391303
gencast,CHIRPS,7,20,0.1,0.07310893955845096,2763,0.026891060441549042,0.0015773607336956523,0.021807065217391303
gencast,CHIRPS,7,20,0.2,0.11550802139037433,935,0.08449197860962568,0.001677139945652174,0.021807065217391303
gencast,CHIRPS,7,20,0.3,0.17195767195767195,378,0.12804232804232804,0.0010275135869565217,0.021807065217391303
gencast,CHIRPS,7,20,0.4,0.21052631578947367,209,0.18947368421052635,0.0008406929347826088,0.021807065217391303
gencast,CHIRPS,7,20,0.5,0.18055555555555555,144,0.3194444444444444,0.0009765625,0.021807065217391303
gencast,CHIRPS,7,20,0.6,0.2828282828282828,99,0.31717171717171716,0.000666610054347826,0.021807065217391303
gencast,CHIRPS,7,20,0.7,0.2830188679245283,53,0.41698113207547166,0.0004691745923913043,0.021807065217391303
gencast,CHIRPS,7,20,0.8,0.42857142857142855,35,0.3714285714285715,0.0002759850543478262,0.021807065217391303
