name,dims,units,min,p50,p95,p99,max,date_start,date_end,n_dates
CHIRPS,"{'time': 99, 'lat': 28, 'lon': 25}",mm/day,0.0,0.10462567582726479,14.300754165649396,28.56684520721427,104.1268539428711,2024-03-01,2024-06-07,99
ERA5,"{'time': 99, 'lat': 28, 'lon': 25}",mm/day,-8.940696716308594e-05,0.5887544453144073,16.92230205535891,36.62065532684322,272.2158508300781,2024-03-01,2024-06-07,99
fourcastnet,"{'init_time': 92, 'sample': 1, 'lead_day': 4, 'lat': 28, 'lon': 25}",mm/day,0.0,0.5320497751235962,11.257455682754484,22.268762798309343,238.96568298339844,2024-03-01,2024-05-31,92
gencast,"{'init_time': 92, 'sample': 10, 'lead_day': 4, 'lat': 28, 'lon': 25}",mm/day,0.0,0.5383083522319794,17.143076014518734,36.35188640594449,438.4742431640625,2024-03-01,2024-05-31,92
graphcast,"{'init_time': 92, 'sample': 1, 'lead_day': 4, 'lat': 28, 'lon': 25}",mm/day,0.0,1.6546573489904404,13.763814604282363,25.26522338867188,249.7806396484375,2024-03-01,2024-05-31,92
