hits,misses,false_alarms,correct_negatives,pod,far,csi,frequency_bias,observed_event_rate,forecast_event_rate,model,obs,lead_day,threshold_mm_day,season
6760,957,3150,17293,0.8759880782687572,0.31786074672048437,0.6220668077666329,1.2841777892963586,0.2740411931818182,0.35191761363636365,gencast,CHIRPS,5,1,JF
3245,1216,2380,21319,0.7274153777180005,0.4231111111111111,0.474345855869025,1.2609280430396772,0.15841619318181818,0.19975142045454544,gencast,CHIRPS,5,5,JF
1197,1209,1514,24240,0.4975062344139651,0.5584655108815935,0.3053571428571429,1.126766417290108,0.0854403409090909,0.09627130681818181,gencast,CHIRPS,5,10,JF
113,603,354,27090,0.15782122905027932,0.7580299785867237,0.10560747663551402,0.6522346368715084,0.025426136363636363,0.016583806818181817,gencast,CHIRPS,5,20,JF
6765,952,7119,13324,0.8766359984449916,0.5127484874675886,0.45598544081962794,1.7991447453673708,0.2740411931818182,0.49303977272727273,graphcast,CHIRPS,5,1,JF
1735,2726,2702,20997,0.3889262497197938,0.6089700247915258,0.2422169482060589,0.9946200403496974,0.15841619318181818,0.15756392045454545,graphcast,CHIRPS,5,5,JF
274,2132,843,24911,0.11388196176226101,0.7547000895255148,0.08433364112034472,0.46425602660016624,0.0854403409090909,0.03966619318181818,graphcast,CHIRPS,5,10,JF
24,692,46,27398,0.0335195530726257,0.6571428571428571,0.031496062992125984,0.09776536312849161,0.025426136363636363,0.0024857954545454545,graphcast,CHIRPS,5,20,JF
6820,897,3616,16827,0.8837631203835687,0.34649290916059794,0.6017824053648637,1.3523389918362059,0.2740411931818182,0.3705965909090909,neuralgcm,CHIRPS,5,1,JF
3053,1408,2542,21157,0.6843757005155795,0.4543342269883825,0.4359560188490647,1.254203093476799,0.15841619318181818,0.19868607954545456,neuralgcm,CHIRPS,5,5,JF
839,1567,1139,24615,0.3487115544472153,0.5758341759352882,0.2366713681241185,0.8221113881961762,0.0854403409090909,0.07024147727272727,neuralgcm,CHIRPS,5,10,JF
60,656,105,27339,0.08379888268156424,0.6363636363636364,0.0730816077953715,0.23044692737430167,0.025426136363636363,0.005859375,neuralgcm,CHIRPS,5,20,JF
5868,1542,2734,16992,0.7919028340080971,0.31783306207858636,0.5784700315457413,1.1608636977058029,0.2730689858490566,0.3169958726415094,fourcastnet,CHIRPS,7,1,JF
1564,2692,1049,21831,0.3674812030075188,0.4014542671259089,0.2948162111215834,0.6139567669172933,0.15683962264150944,0.09629274764150944,fourcastnet,CHIRPS,7,5,JF
286,2018,376,24456,0.12413194444444445,0.56797583081571,0.10671641791044777,0.2873263888888889,0.08490566037735849,0.02439563679245283,fourcastnet,CHIRPS,7,10,JF
20,659,62,26395,0.029455081001472753,0.7560975609756098,0.02699055330634278,0.12076583210603829,0.025022110849056603,0.0030218160377358493,fourcastnet,CHIRPS,7,20,JF
6457,953,3191,16535,0.8713900134952767,0.33074212271973463,0.609093481747005,1.3020242914979756,0.2730689858490566,0.3555424528301887,gencast,CHIRPS,7,1,JF
3038,1218,2518,20362,0.7138157894736842,0.453203743700504,0.4484794803661057,1.3054511278195489,0.15683962264150944,0.20474646226415094,gencast,CHIRPS,7,5,JF
973,1331,1386,23446,0.4223090277777778,0.5875370919881305,0.2636856368563686,1.0238715277777777,0.08490566037735849,0.08693248820754718,gencast,CHIRPS,7,10,JF
45,634,162,26295,0.0662739322533137,0.782608695652174,0.0535077288941736,0.30486008836524303,0.025022110849056603,0.0076282429245283015,gencast,CHIRPS,7,20,JF
