n,obs_mean,fc_mean,bias,mae,rmse,pooled_corr,model,obs,lead_day,season
44032,2.2775624951569817,1.4628732064427017,-0.8146892887142794,2.0700315631504034,4.899056226123169,0.3893892463517337,fourcastnet,CHIRPS,1,OND
44032,2.2775624951569817,2.166333528386675,-0.1112289667703062,2.23067570438552,5.632880641590223,0.38367650331179626,gencast,CHIRPS,1,OND
44032,2.2775624951569817,1.99242022968274,-0.2851422654742412,2.482047107643026,5.517625350610423,0.28007044696732725,graphcast,CHIRPS,1,OND
44032,2.2775624951569817,2.330731880146816,0.053169384989834416,2.3807317698793566,4.989151959247794,0.39370668489891825,neuralgcm,CHIRPS,1,OND
45056,2.2362978322487144,1.6099181347366915,-0.626379697512023,2.028406368363152,4.751007423684948,0.4175946562175992,fourcastnet,CHIRPS,3,OND
45056,2.2362978322487144,2.2418966646194094,0.005598832370694902,2.142696912000014,4.8251290396115385,0.4596597201447201,gencast,CHIRPS,3,OND
45056,2.2362978322487144,1.9749210979069243,-0.26137673434179004,2.571619318569249,5.311187310962874,0.23159889164297112,graphcast,CHIRPS,3,OND
45056,2.2362978322487144,2.260500232953398,0.024202400704683446,2.315514083438976,4.839432000070193,0.39476415580860247,neuralgcm,CHIRPS,3,OND
46080,2.2095501743924593,1.5622809161065883,-0.647269258285871,2.0403753459352525,4.782331398663544,0.39394656513642845,fourcastnet,CHIRPS,5,OND
46080,2.2095501743924593,2.3888566138017358,0.17930643940927624,2.2436366841150273,5.081569466276281,0.4164810478727264,gencast,CHIRPS,5,OND
46080,2.2095501743924593,2.3489628045771784,0.13941263018471886,2.772037370473833,5.341700954583626,0.22735997474298508,graphcast,CHIRPS,5,OND
46080,2.2095501743924593,2.189327229533114,-0.020222944859345317,2.2625195999475842,4.777314292808681,0.39743796420775457,neuralgcm,CHIRPS,5,OND
47104,2.201527663288887,1.5210255803973585,-0.6805020828915284,2.080439881559069,4.844615626233728,0.36608410279360243,fourcastnet,CHIRPS,7,OND
47104,2.201527663288887,2.264033869936207,0.0625062066473202,2.2089859508111322,4.862098201336497,0.4196182515689478,gencast,CHIRPS,7,OND
47104,2.201527663288887,2.6662467223645567,0.46471905907566996,2.988802274289647,5.521391449732601,0.20482097603170515,graphcast,CHIRPS,7,OND
47104,2.201527663288887,2.420974358268263,0.2194466949793759,2.3610517868381318,4.795693501503945,0.40593642983617945,neuralgcm,CHIRPS,7,OND
44032,2.3228425145095355,1.4628732064427017,-0.8599693080668336,1.5670666691065769,3.86239835005675,0.6332684294958845,fourcastnet,ERA5,1,OND
44032,2.3228425145095355,2.166333528386675,-0.1565089861228602,1.4276587644062784,4.166287593298818,0.6421790265492301,gencast,ERA5,1,OND
44032,2.3228425145095355,1.99242022968274,-0.33042228482679514,1.9919574353055398,4.608429489172262,0.46307160006330234,graphcast,ERA5,1,OND
44032,2.3228425145095355,2.330731880146816,0.007889365637280425,1.9098711913070667,4.115892946995132,0.5597989548084091,neuralgcm,ERA5,1,OND
45056,2.2866618551173095,1.6099181347366915,-0.6767437203806181,1.5554950891215427,3.7577910712337164,0.6439871810439073,fourcastnet,ERA5,3,OND
45056,2.2866618551173095,2.2418966646194094,-0.04476519049790019,1.5164691112094377,3.532200775686832,0.6938549328300209,gencast,ERA5,3,OND
45056,2.2866618551173095,1.9749210979069243,-0.31174075721038513,2.2398316543288095,4.619982765674037,0.383380396542035,graphcast,ERA5,3,OND
45056,2.2866618551173095,2.260500232953398,-0.026161622163911605,1.9302336919905891,4.01655406948699,0.5624849269203108,neuralgcm,ERA5,3,OND
46080,2.2502455226823854,1.5622809161065883,-0.6879646065757968,1.594280888550212,3.845048817897731,0.6133941446686404,fourcastnet,ERA5,5,OND
46080,2.2502455226823854,2.3888566138017358,0.13861109111935024,1.643704358341716,3.7949907917152745,0.6524178150789263,gencast,ERA5,5,OND
46080,2.2502455226823854,2.3489628045771784,0.09871728189479288,2.4678853181346487,4.685025012897145,0.36290407385462836,graphcast,ERA5,5,OND
46080,2.2502455226823854,2.189327229533114,-0.06091829314927132,1.918626448187589,3.9896610605223666,0.5587774527264581,neuralgcm,ERA5,5,OND
47104,2.2388382969745773,1.5210255803973585,-0.717812716577219,1.6615617820736286,3.97332789168941,0.5749561382843885,fourcastnet,ERA5,7,OND
47104,2.2388382969745773,2.264033869936207,0.025195572961629473,1.6841303832417278,3.7757937916213793,0.6296612138517685,gencast,ERA5,7,OND
47104,2.2388382969745773,2.6662467223645567,0.4274084253899791,2.732125148579823,4.931740797151548,0.317743137569193,graphcast,ERA5,7,OND
47104,2.2388382969745773,2.420974358268263,0.1821360612936852,2.00358979733305,4.031720784943108,0.5541360748598555,neuralgcm,ERA5,7,OND
43946,2.1196682892984144,1.4647602016099492,-0.6549080876884653,2.099766270070463,4.48681770960674,0.3081988291836568,fourcastnet,TAMSAT,1,OND
43946,2.1196682892984144,2.169745429162931,0.05007713986451677,2.3547263413390263,5.558702395331372,0.3011656498902348,gencast,TAMSAT,1,OND
43946,2.1196682892984144,1.995089466438231,-0.1245788228601837,2.5005205426019725,5.114657022249219,0.23538281809881292,graphcast,TAMSAT,1,OND
43946,2.1196682892984144,2.333914028881434,0.21424573958302023,2.4277651527607813,4.622943094086583,0.3407665879978762,neuralgcm,TAMSAT,1,OND
44968,2.0811183616770537,1.6124159808025376,-0.4687023808745159,2.0443677070945587,4.289906170051709,0.36266350579332396,fourcastnet,TAMSAT,3,OND
44968,2.0811183616770537,2.24472733579621,0.1636089741191568,2.212186207058549,4.574072880765426,0.400352857425526,gencast,TAMSAT,3,OND
44968,2.0811183616770537,1.9776812199035902,-0.10343714177346311,2.515740994386165,4.7188215935966475,0.22077300754814957,graphcast,TAMSAT,3,OND
44968,2.0811183616770537,2.2634764246948977,0.1823580630178444,2.3496640337180006,4.376030817027356,0.3579899701317151,neuralgcm,TAMSAT,3,OND
45990,2.0571894773713253,1.5649266874290821,-0.49226278994224354,2.029352276202241,4.260981416563878,0.3559788912803561,fourcastnet,TAMSAT,5,OND
45990,2.0571894773713253,2.391927717831248,0.3347382404599228,2.2797508718334907,4.756327253605503,0.3843062925932247,gencast,TAMSAT,5,OND
45990,2.0571894773713253,2.3522577053374274,0.29506822796610227,2.6904705345483393,4.692837059724307,0.24689277536713547,graphcast,TAMSAT,5,OND
45990,2.0571894773713253,2.1923134391449235,0.13512396177359806,2.2998210611551118,4.307579359322892,0.35952388737427976,neuralgcm,TAMSAT,5,OND
47012,2.048729522100354,1.523590292896187,-0.5251392292041668,2.040377668179238,4.28154427571878,0.3407524345214181,fourcastnet,TAMSAT,7,OND
47012,2.048729522100354,2.266897572739166,0.21816805063881228,2.2214024219262636,4.453614270903323,0.3925061450733928,gencast,TAMSAT,7,OND
47012,2.048729522100354,2.669812384248984,0.6210828621486301,2.9035177009164332,4.903367838249458,0.22545200405367904,graphcast,TAMSAT,7,OND
47012,2.048729522100354,2.423907765257885,0.37517824315753096,2.385010417613935,4.341556858666473,0.37750626423205574,neuralgcm,TAMSAT,7,OND
