hits,misses,false_alarms,correct_negatives,pod,far,csi,frequency_bias,observed_event_rate,forecast_event_rate,model,obs,lead_day,threshold_mm_day,season
552,2625,1485,42442,0.17374881964117092,0.7290132547864506,0.11840411840411841,0.6411709159584513,0.06744650135869565,0.043244735054347824,neuralgcm,CHIRPS,7,10,OND
0,622,24,46458,0.0,1.0,0.0,0.03858520900321544,0.013204823369565218,0.0005095108695652174,neuralgcm,CHIRPS,7,20,OND
10843,4154,2678,26357,0.7230112689204508,0.19806227350048072,0.6134653465346535,0.9015803160632127,0.34059320494186046,0.30707212936046513,fourcastnet,ERA5,1,1,OND
2864,3916,1057,36195,0.4224188790560472,0.2695740882427952,0.36544596146484626,0.5783185840707965,0.15397892441860464,0.08904887354651163,fourcastnet,ERA5,1,5,OND
659,2338,433,40602,0.21988655321988657,0.3965201465201465,0.19212827988338194,0.36436436436436437,0.0680641351744186,0.024800145348837208,fourcastnet,ERA5,1,10,OND
32,544,61,43395,0.05555555555555555,0.6559139784946236,0.05023547880690738,0.16145833333333334,0.01308139534883721,0.0021121002906976743,fourcastnet,ERA5,1,20,OND
12438,2559,2507,26528,0.829365873174635,0.16774841083974573,0.7105804387568556,0.9965326398613056,0.34059320494186046,0.33941224563953487,gencast,ERA5,1,1,OND
4453,2327,1710,35542,0.6567846607669616,0.2774622748661366,0.5244994110718493,0.9089970501474927,0.15397892441860464,0.13996638808139536,gencast,ERA5,1,5,OND
1457,1540,1055,39980,0.4861528194861528,0.419984076433121,0.3595755182625864,0.8381715048381715,0.0680641351744186,0.05704941860465116,gencast,ERA5,1,10,OND
152,424,296,43160,0.2638888888888889,0.6607142857142857,0.1743119266055046,0.7777777777777778,0.01308139534883721,0.010174418604651164,gencast,ERA5,1,20,OND
11276,3721,4333,24702,0.7518837100753484,0.2775962585687744,0.5833419555095706,1.0408081616323264,0.34059320494186046,0.3544921875,graphcast,ERA5,1,1,OND
2931,3849,1861,35391,0.4323008849557522,0.38835559265442404,0.3391968522161787,0.7067846607669617,0.15397892441860464,0.10882994186046512,graphcast,ERA5,1,5,OND
711,2286,1069,39966,0.23723723723723725,0.6005617977528089,0.1748647319232661,0.5939272605939273,0.0680641351744186,0.04042514534883721,graphcast,ERA5,1,10,OND
33,543,279,43177,0.057291666666666664,0.8942307692307693,0.03859649122807018,0.5416666666666666,0.01308139534883721,0.007085755813953488,graphcast,ERA5,1,20,OND
12713,2284,6472,22563,0.8477028739081149,0.3373468855876987,0.5921561320974428,1.279255851170234,0.34059320494186046,0.4357058502906977,neuralgcm,ERA5,1,1,OND
3996,2784,3003,34249,0.5893805309734513,0.4290612944706387,0.40846366145354185,1.0323008849557522,0.15397892441860464,0.15895257994186046,neuralgcm,ERA5,1,5,OND
845,2152,1390,39645,0.2819486152819486,0.6219239373601789,0.1926145429678596,0.7457457457457457,0.0680641351744186,0.050758539244186045,neuralgcm,ERA5,1,10,OND
13,563,137,43319,0.022569444444444444,0.9133333333333333,0.0182328190743338,0.2604166666666667,0.01308139534883721,0.0034066133720930232,neuralgcm,ERA5,1,20,OND
11372,3766,3503,26415,0.7512220901043731,0.23549579831932774,0.6100531087388016,0.9826265028405338,0.33598188920454547,0.3301447088068182,fourcastnet,ERA5,3,1,OND
3358,3457,1447,36794,0.49273661041819516,0.30114464099895943,0.4064391188574195,0.7050623624358033,0.15125621448863635,0.10664506392045454,fourcastnet,ERA5,3,5,OND
700,2312,496,41548,0.23240371845949534,0.41471571906354515,0.19954389965792474,0.39707835325365204,0.06685014204545454,0.02654474431818182,fourcastnet,ERA5,3,10,OND
24,555,63,44414,0.04145077720207254,0.7241379310344828,0.037383177570093455,0.15025906735751296,0.01285067471590909,0.0019309303977272727,fourcastnet,ERA5,3,20,OND
13253,1885,4603,25315,0.8754789272030651,0.2577844982078853,0.6713439035509853,1.1795481569560047,0.33598188920454547,0.3963068181818182,gencast,ERA5,3,1,OND
4595,2220,2401,35840,0.6742479823917829,0.3431961120640366,0.4985894097222222,1.0265590608950843,0.15125621448863635,0.1552734375,gencast,ERA5,3,5,OND
1289,1723,1096,40948,0.42795484727755645,0.459538784067086,0.313777994157741,0.7918326693227091,0.06685014204545454,0.052934126420454544,gencast,ERA5,3,10,OND
78,501,151,44326,0.13471502590673576,0.6593886462882096,0.10684931506849316,0.3955094991364421,0.01285067471590909,0.005082563920454545,gencast,ERA5,3,20,OND
11021,4117,8285,21633,0.7280354075835646,0.42914119962705893,0.4705204286385177,1.2753335975690316,0.33598188920454547,0.4284889914772727,graphcast,ERA5,3,1,OND
2364,4451,2713,35528,0.34688187820983124,0.5343706913531613,0.24811083123425692,0.7449743213499633,0.15125621448863635,0.11268199573863637,graphcast,ERA5,3,5,OND
424,2588,907,41137,0.1407702523240372,0.681442524417731,0.10819086501658587,0.44189907038512616,0.06685014204545454,0.029541015625,graphcast,ERA5,3,10,OND
10,569,68,44409,0.017271157167530225,0.8717948717948718,0.015455950540958269,0.13471502590673576,0.01285067471590909,0.0017311789772727273,graphcast,ERA5,3,20,OND
12519,2619,7534,22384,0.8269916765755053,0.37570438338403234,0.5521788990825688,1.3246796142158805,0.33598188920454547,0.445068359375,neuralgcm,ERA5,3,1,OND
4052,2763,3367,34874,0.5945707997065297,0.45383474861841216,0.39795717933608327,1.0886280264123258,0.15125621448863635,0.16466175426136365,neuralgcm,ERA5,3,5,OND
693,2319,1001,41043,0.2300796812749004,0.5909090909090909,0.17268876152504362,0.5624169986719787,0.06685014204545454,0.03759765625,neuralgcm,ERA5,3,10,OND
6,573,29,44448,0.010362694300518135,0.8285714285714286,0.009868421052631578,0.06044905008635579,0.01285067471590909,0.0007768110795454545,neuralgcm,ERA5,3,20,OND
11242,4025,3775,27038,0.7363594681338835,0.25138176733035894,0.5903791618527465,0.9836248116853343,0.33131510416666665,0.32588975694444444,fourcastnet,ERA5,5,1,OND
3132,3723,1527,37698,0.45689277899343544,0.3277527366387637,0.37365783822476734,0.6796498905908096,0.14876302083333334,0.10110677083333333,fourcastnet,ERA5,5,5,OND
650,2369,485,42576,0.21530308049022856,0.42731277533039647,0.18550228310502284,0.3759523020867837,0.06551649305555556,0.024631076388888888,fourcastnet,ERA5,5,10,OND
10,570,49,45451,0.017241379310344827,0.8305084745762712,0.01589825119236884,0.10172413793103448,0.012586805555555556,0.0012803819444444444,fourcastnet,ERA5,5,20,OND
13367,1900,5597,25216,0.8755485688085413,0.29513815650706604,0.6406729294478528,1.2421562847972751,0.33131510416666665,0.4115451388888889,gencast,ERA5,5,1,OND
4681,2174,3100,36125,0.6828592268417214,0.398406374501992,0.47021597187343045,1.135083880379285,0.14876302083333334,0.16885850694444443,gencast,ERA5,5,5,OND
1343,1676,1351,41710,0.44484928784365685,0.5014847809948033,0.30732265446224255,0.8923484597548857,0.06551649305555556,0.05846354166666667,gencast,ERA5,5,10,OND
68,512,184,45316,0.11724137931034483,0.7301587301587301,0.08900523560209424,0.43448275862068964,0.012586805555555556,0.00546875,gencast,ERA5,5,20,OND
11787,3480,11347,19466,0.7720573786598546,0.4904901876026628,0.44288720222439315,1.5152944258858976,0.33131510416666665,0.5020399305555555,graphcast,ERA5,5,1,OND
2759,4096,4205,35020,0.4024799416484318,0.6038196438828259,0.24945750452079565,1.0159008023340628,0.14876302083333334,0.15112847222222223,graphcast,ERA5,5,5,OND
