model,obs,lead_day,threshold_mm_day,season,forecast_probability,observed_frequency,count,abs_calibration_gap,weighted_abs_gap,ece
gencast,CHIRPS,7,10,annual,0.1,0.13276369641703167,13927,0.03276369641703167,0.002912454044117647,0.0455499387254902
gencast,CHIRPS,7,10,annual,0.2,0.1879161528976572,8110,0.01208384710234281,0.0006255106209150339,0.0455499387254902
gencast,CHIRPS,7,10,annual,0.3,0.23325105782792666,5672,0.06674894217207333,0.002416513480392157,0.0455499387254902
gencast,CHIRPS,7,10,annual,0.4,0.26081612586037367,4068,0.13918387413962635,0.003613919526143791,0.0455499387254902
gencast,CHIRPS,7,10,annual,0.5,0.2810693641618497,2768,0.2189306358381503,0.003867953431372549,0.0455499387254902
gencast,CHIRPS,7,10,annual,0.6,0.3132780082987552,1928,0.2867219917012448,0.0035283905228758166,0.0455499387254902
gencast,CHIRPS,7,10,annual,0.7,0.34307692307692306,1300,0.3569230769230769,0.0029616013071895424,0.0455499387254902
gencast,CHIRPS,7,10,annual,0.8,0.3546511627906977,860,0.44534883720930235,0.0024445976307189542,0.0455499387254902
gencast,CHIRPS,7,10,annual,0.9,0.3504424778761062,565,0.5495575221238937,0.001981847426470588,0.0455499387254902
gencast,CHIRPS,7,10,annual,1.0,0.42278481012658226,395,0.5772151898734177,0.0014552696078431373,0.0455499387254902
gencast,CHIRPS,7,20,annual,0.0,0.00971093683644291,141284,0.00971093683644291,0.008757148692810458,0.019497421364379083
gencast,CHIRPS,7,20,annual,0.1,0.057024423033833746,8926,0.04297557696616626,0.0024484272875816993,0.019497421364379083
gencast,CHIRPS,7,20,annual,0.2,0.07725947521865889,3430,0.12274052478134112,0.002687142565359477,0.019497421364379083
gencast,CHIRPS,7,20,annual,0.3,0.10026212319790301,1526,0.19973787680209698,0.0019454656862745098,0.019497421364379083
gencast,CHIRPS,7,20,annual,0.4,0.10733695652173914,736,0.2926630434782609,0.0013748468137254903,0.019497421364379083
gencast,CHIRPS,7,20,annual,0.5,0.11890243902439024,328,0.38109756097560976,0.0007978451797385621,0.019497421364379083
gencast,CHIRPS,7,20,annual,0.6,0.1711229946524064,187,0.42887700534759354,0.0005118974673202615,0.019497421364379083
gencast,CHIRPS,7,20,annual,0.7,0.2018348623853211,109,0.49816513761467884,0.00034658394607843133,0.019497421364379083
gencast,CHIRPS,7,20,annual,0.8,0.13846153846153847,65,0.6615384615384616,0.0002744587418300654,0.019497421364379083
gencast,CHIRPS,7,20,annual,0.9,0.2857142857142857,56,0.6142857142857143,0.0002195669934640523,0.019497421364379083
