n,obs_mean,fc_mean,bias,mae,rmse,pooled_corr,model,obs,lead_day,season
46080,2.2502455226823854,2.3489628045771784,0.09871728189479288,2.4678853181346487,4.685025012897145,0.36290407385462836,graphcast,ERA5,5,OND
46080,2.2502455226823854,2.189327229533114,-0.06091829314927132,1.918626448187589,3.9896610605223666,0.5587774527264581,neuralgcm,ERA5,5,OND
47104,2.2388382969745773,1.5210255803973585,-0.717812716577219,1.6615617820736286,3.97332789168941,0.5749561382843885,fourcastnet,ERA5,7,OND
47104,2.2388382969745773,2.264033869936207,0.025195572961629473,1.6841303832417278,3.7757937916213793,0.6296612138517685,gencast,ERA5,7,OND
47104,2.2388382969745773,2.6662467223645567,0.4274084253899791,2.732125148579823,4.931740797151548,0.317743137569193,graphcast,ERA5,7,OND
47104,2.2388382969745773,2.420974358268263,0.1821360612936852,2.00358979733305,4.031720784943108,0.5541360748598555,neuralgcm,ERA5,7,OND
43946,2.1196682892984144,1.4647602016099492,-0.6549080876884653,2.099766270070463,4.48681770960674,0.3081988291836568,fourcastnet,TAMSAT,1,OND
43946,2.1196682892984144,2.169745429162931,0.05007713986451677,2.3547263413390263,5.558702395331372,0.3011656498902348,gencast,TAMSAT,1,OND
43946,2.1196682892984144,1.995089466438231,-0.1245788228601837,2.5005205426019725,5.114657022249219,0.23538281809881292,graphcast,TAMSAT,1,OND
43946,2.1196682892984144,2.333914028881434,0.21424573958302023,2.4277651527607813,4.622943094086583,0.3407665879978762,neuralgcm,TAMSAT,1,OND
44968,2.0811183616770537,1.6124159808025376,-0.4687023808745159,2.0443677070945587,4.289906170051709,0.36266350579332396,fourcastnet,TAMSAT,3,OND
44968,2.0811183616770537,2.24472733579621,0.1636089741191568,2.212186207058549,4.574072880765426,0.400352857425526,gencast,TAMSAT,3,OND
44968,2.0811183616770537,1.9776812199035902,-0.10343714177346311,2.515740994386165,4.7188215935966475,0.22077300754814957,graphcast,TAMSAT,3,OND
44968,2.0811183616770537,2.2634764246948977,0.1823580630178444,2.3496640337180006,4.376030817027356,0.3579899701317151,neuralgcm,TAMSAT,3,OND
45990,2.0571894773713253,1.5649266874290821,-0.49226278994224354,2.029352276202241,4.260981416563878,0.3559788912803561,fourcastnet,TAMSAT,5,OND
45990,2.0571894773713253,2.391927717831248,0.3347382404599228,2.2797508718334907,4.756327253605503,0.3843062925932247,gencast,TAMSAT,5,OND
