n,obs_mean,fc_mean,bias,mae,rmse,pooled_corr,model,obs,lead_day,season
47104,2.944441297460629,1.7877829671934855,-1.1566583302671434,2.5944574846408934,5.810104161218531,0.4460439439888055,fourcastnet,CHIRPS,1,MAM
47104,2.944441297460629,2.7644773196578134,-0.17996397780281503,2.8480824756585186,6.855910037653576,0.43054087037616307,gencast,CHIRPS,1,MAM
47104,2.944441297460629,2.8285540566882545,-0.11588724077237454,3.171460075924437,6.99608822260428,0.357268037299193,graphcast,CHIRPS,1,MAM
47104,2.944441297460629,3.026141265511601,0.08169996805097215,3.0713685463051354,6.234009452904836,0.41491075625095397,neuralgcm,CHIRPS,1,MAM
47104,2.944441297460629,1.922959578704747,-1.0214817187558818,2.6270246268984545,5.775923325842223,0.43670930418223347,fourcastnet,CHIRPS,3,MAM
47104,2.944441297460629,2.749268394799044,-0.19517290266158474,2.674707016333599,5.736233653379185,0.49560320740113956,gencast,CHIRPS,3,MAM
47104,2.944441297460629,2.5601036325971136,-0.3843376648635146,3.104979719384143,6.2563032772717655,0.30907724357885413,graphcast,CHIRPS,3,MAM
47104,2.944441297460629,3.0066103156105775,0.06216901814994868,2.974040824019767,5.887081190928894,0.42645342903835803,neuralgcm,CHIRPS,3,MAM
47104,2.944441297460629,2.0350670936778457,-0.9093742037827834,2.6572884688933107,5.754214244648379,0.44156444175815024,fourcastnet,CHIRPS,5,MAM
47104,2.944441297460629,2.877872941580127,-0.0665683558805016,2.769187956853501,5.8248617557852675,0.4735528018752443,gencast,CHIRPS,5,MAM
47104,2.944441297460629,3.266065521883566,0.32162422442293687,3.564737439263541,6.520260377971437,0.26260610516492056,graphcast,CHIRPS,5,MAM
47104,2.944441297460629,2.8266437207242228,-0.11779757673640617,2.9029331749717397,5.791410152343434,0.4249312673979845,neuralgcm,CHIRPS,5,MAM
47104,2.944441297460629,1.9597239882240785,-0.9847173092365505,2.7187169287151116,5.92792499056083,0.38856169712596494,fourcastnet,CHIRPS,7,MAM
47104,2.944441297460629,2.9177187453141307,-0.026722552146498105,2.822465210166648,5.852572546886889,0.4547280605080854,gencast,CHIRPS,7,MAM
47104,2.944441297460629,3.848805595515359,0.90436429805473,4.086534179919815,7.006388461031765,0.18745232430730044,graphcast,CHIRPS,7,MAM
47104,2.944441297460629,3.319435403162447,0.3749941057018173,3.132563824254644,5.941258506301581,0.41300856107391787,neuralgcm,CHIRPS,7,MAM
47104,3.0001490782472326,1.7877829671934855,-1.2123661110537474,2.0560142414949127,5.126381232679083,0.6478899018802441,fourcastnet,ERA5,1,MAM
47104,3.0001490782472326,2.7644773196578134,-0.235671758589419,1.855298511553706,4.974919333415676,0.7116035310177189,gencast,ERA5,1,MAM
47104,3.0001490782472326,2.8285540566882545,-0.17159502155897852,2.571949177378179,6.1918992469212455,0.5182728595865208,graphcast,ERA5,1,MAM
