model,obs,lead_day,threshold_mm_day,season,brier_score,event_rate,bss,reliability,resolution,uncertainty
neuralgcm,CHIRPS,7,10,MAM,0.08882882833374117,0.09218169549624565,-0.060873268730119445,0.01287998549207896,0.007803913343649537,0.08338754028363579
neuralgcm,CHIRPS,7,20,MAM,0.02674801575644133,0.025895219526805943,-0.0599916165569323,0.002232897898226043,0.0007253890849052418,0.025128657966570503
neuralgcm,ERA5,1,1,MAM,0.14659888164930215,0.3817984244788359,0.37938713481618846,0.010659992641639969,0.10009659183585473,0.23573967324312786
neuralgcm,ERA5,1,5,MAM,0.11966246689173757,0.18505967489397412,0.20731149300486296,0.01625014896077265,0.04742082833441466,0.15035673575951158
neuralgcm,ERA5,1,10,MAM,0.0837309836506311,0.09171019134739425,-0.004540918427083929,0.015134531824791592,0.014757686967966914,0.08298868673284923
neuralgcm,ERA5,1,20,MAM,0.029115019330224944,0.025770797814248594,-0.15926643286438624,0.0060233971519971456,0.0020404884487934577,0.02500783518266588
neuralgcm,ERA5,3,1,MAM,0.1515489495810964,0.3817984244788359,0.3583132815860076,0.012507452407971287,0.09697610832772957,0.23573967324312786
neuralgcm,ERA5,3,5,MAM,0.11478005850147159,0.18505967489397412,0.23955619554923813,0.009880849833075163,0.045899737426825855,0.15035673575951158
neuralgcm,ERA5,3,10,MAM,0.07446282560901867,0.09171019134739425,0.1065614069181845,0.006715651216267043,0.01555904243281193,0.08298868673284923
neuralgcm,ERA5,3,20,MAM,0.024518242942902883,0.025770797814248594,0.023429366002574836,0.0012438965991356619,0.0018298143225624086,0.02500783518266588
neuralgcm,ERA5,5,1,MAM,0.14877116238606647,0.3817984244788359,0.3699664443054872,0.009777475482460192,0.09699324417395759,0.23573967324312786
neuralgcm,ERA5,5,5,MAM,0.1135131583214495,0.18505967489397412,0.247734210049261,0.0074140416884209415,0.04466254884738902,0.15035673575951158
neuralgcm,ERA5,5,10,MAM,0.07367750107327185,0.09171019134739425,0.11568627151965749,0.004343435481460081,0.01394408722789627,0.08298868673284923
neuralgcm,ERA5,5,20,MAM,0.024402451503087674,0.025770797814248594,0.028098418991600815,0.0007727508555638476,0.00147543148659929,0.02500783518266588
neuralgcm,ERA5,7,1,MAM,0.15356241968866965,0.3817984244788359,0.34971929921877454,0.013925363138706046,0.09636807646335561,0.23573967324312786
neuralgcm,ERA5,7,5,MAM,0.11905153497584471,0.18505967489397412,0.21094020454924456,0.010700816623237453,0.04241709721970554,0.15035673575951158
neuralgcm,ERA5,7,10,MAM,0.07971755424194316,0.09171019134739425,0.04326037676302652,0.008197517508995658,0.011787639364127503,0.08298868673284923
neuralgcm,ERA5,7,20,MAM,0.025416095058687787,0.025770797814248594,-0.01231011233160606,0.0015397137769341987,0.001231864516665293,0.02500783518266588
