hits,misses,false_alarms,correct_negatives,pod,far,csi,frequency_bias,observed_event_rate,forecast_event_rate,model,obs,lead_day,threshold_mm_day,season
31,1184,216,45673,0.02551440329218107,0.8744939271255061,0.02166317260656883,0.20329218106995886,0.025793987771739132,0.005243716032608696,graphcast,CHIRPS,3,20,MAM
14521,2905,9825,19853,0.8332950763227361,0.4035570524932227,0.5328611794062603,1.3971077699988523,0.36994735054347827,0.5168563179347826,neuralgcm,CHIRPS,3,1,MAM
4831,3944,5519,32810,0.5505413105413105,0.5332367149758455,0.3379739750944452,1.1794871794871795,0.18628991168478262,0.2197265625,neuralgcm,CHIRPS,3,5,MAM
1012,3313,2222,40557,0.23398843930635838,0.6870748299319728,0.15457461432717276,0.7477456647398844,0.09181810461956522,0.06865658967391304,neuralgcm,CHIRPS,3,10,MAM
75,1140,277,45612,0.06172839506172839,0.7869318181818182,0.05026809651474531,0.2897119341563786,0.025793987771739132,0.007472826086956522,neuralgcm,CHIRPS,3,20,MAM
12461,4965,6594,23084,0.7150809135774131,0.34605090527420623,0.5187760199833472,1.0934810053942385,0.36994735054347827,0.4045304008152174,fourcastnet,CHIRPS,5,1,MAM
3184,5591,2843,35486,0.36284900284900284,0.4717106354737017,0.2740574969874333,0.6868376068376069,0.18628991168478262,0.12795091711956522,fourcastnet,CHIRPS,5,5,MAM
737,3588,1071,41708,0.17040462427745665,0.5923672566371682,0.1365826538176427,0.41803468208092487,0.09181810461956522,0.03838315217391304,fourcastnet,CHIRPS,5,10,MAM
80,1135,166,45723,0.06584362139917696,0.6747967479674797,0.05792903692976104,0.20246913580246914,0.025793987771739132,0.005222486413043478,fourcastnet,CHIRPS,5,20,MAM
13954,3472,7704,21974,0.8007574888098244,0.3557115153753809,0.5552725825706327,1.2428555032709745,0.36994735054347827,0.45979110054347827,gencast,CHIRPS,5,1,MAM
5000,3775,4666,33663,0.5698005698005698,0.4827229464100973,0.3719961312402351,1.1015384615384616,0.18628991168478262,0.2052055027173913,gencast,CHIRPS,5,5,MAM
1306,3019,2020,40759,0.30196531791907516,0.6073361395069152,0.20583136327817178,0.7690173410404624,0.09181810461956522,0.07060971467391304,gencast,CHIRPS,5,10,MAM
142,1073,364,45525,0.1168724279835391,0.7193675889328063,0.08993033565547814,0.41646090534979424,0.025793987771739132,0.0107421875,gencast,CHIRPS,5,20,MAM
14722,2704,14591,15087,0.8448295650177895,0.4977654965373725,0.4598182215697911,1.6821416274532308,0.36994735054347827,0.6223038383152174,graphcast,CHIRPS,5,1,MAM
3800,4975,6555,31774,0.43304843304843305,0.6330275229357798,0.24787997390737115,1.18005698005698,0.18628991168478262,0.21983271059782608,graphcast,CHIRPS,5,5,MAM
745,3580,2744,40035,0.1722543352601156,0.7864717684150186,0.10538972980619607,0.8067052023121387,0.09181810461956522,0.07407014266304347,graphcast,CHIRPS,5,10,MAM
39,1176,275,45614,0.03209876543209877,0.8757961783439491,0.026174496644295303,0.2584362139917695,0.025793987771739132,0.006666100543478261,graphcast,CHIRPS,5,20,MAM
14622,2804,10196,19482,0.8390910134282107,0.41083084857764524,0.5293606545507205,1.4241937335016641,0.36994735054347827,0.5268766983695652,neuralgcm,CHIRPS,5,1,MAM
4540,4235,5077,33252,0.5173789173789174,0.5279193095559946,0.32775050534218886,1.095954415954416,0.18628991168478262,0.20416525135869565,neuralgcm,CHIRPS,5,5,MAM
978,3347,1831,40948,0.2261271676300578,0.6518333926664294,0.15886939571150097,0.6494797687861271,0.09181810461956522,0.059634001358695655,neuralgcm,CHIRPS,5,10,MAM
46,1169,150,45739,0.03786008230452675,0.7653061224489796,0.0336996336996337,0.16131687242798354,0.025793987771739132,0.004161005434782609,neuralgcm,CHIRPS,5,20,MAM
12269,5157,6771,22907,0.7040628945254218,0.3556197478991597,0.5070463280571972,1.0926202226558017,0.36994735054347827,0.40421195652173914,fourcastnet,CHIRPS,7,1,MAM
2900,5875,2833,35496,0.33048433048433046,0.4941566370137799,0.2498277050310131,0.6533333333333333,0.18628991168478262,0.12170940896739131,fourcastnet,CHIRPS,7,5,MAM
606,3719,1037,41742,0.1401156069364162,0.631162507608034,0.11301753077209996,0.3798843930635838,0.09181810461956522,0.034880264945652176,fourcastnet,CHIRPS,7,10,MAM
47,1168,153,45736,0.03868312757201646,0.765,0.03435672514619883,0.1646090534979424,0.025793987771739132,0.004245923913043478,fourcastnet,CHIRPS,7,20,MAM
14204,3222,8252,21426,0.8151038677837714,0.3674741717135732,0.5531583456655502,1.288649144955813,0.36994735054347827,0.47673233695652173,gencast,CHIRPS,7,1,MAM
5054,3721,4895,33434,0.575954415954416,0.49200924716051864,0.36971470373079734,1.1337891737891739,0.18628991168478262,0.21121348505434784,gencast,CHIRPS,7,5,MAM
1216,3109,2173,40606,0.2811560693641619,0.6411920920625553,0.1871345029239766,0.7835838150289017,0.09181810461956522,0.07194718070652174,gencast,CHIRPS,7,10,MAM
114,1101,368,45521,0.09382716049382717,0.7634854771784232,0.07201516108654453,0.39670781893004115,0.025793987771739132,0.010232676630434782,gencast,CHIRPS,7,20,MAM
14777,2649,17523,12155,0.8479857683920579,0.5425077399380805,0.42281610346504905,1.8535521634339494,0.36994735054347827,0.6857167119565217,graphcast,CHIRPS,7,1,MAM
4064,4711,8963,29366,0.4631339031339031,0.6880325477853688,0.2291126395309505,1.4845584045584046,0.18628991168478262,0.276558254076087,graphcast,CHIRPS,7,5,MAM
727,3598,3788,38991,0.16809248554913295,0.8389811738648948,0.08960926907432516,1.0439306358381504,0.09181810461956522,0.09585173233695653,graphcast,CHIRPS,7,10,MAM
13,1202,388,45501,0.010699588477366255,0.9675810473815462,0.008109794135995009,0.3300411522633745,0.025793987771739132,0.008513077445652174,graphcast,CHIRPS,7,20,MAM
15090,2336,11636,18042,0.8659474348674394,0.43538127665943277,0.5192347395224004,1.5336852978308275,0.36994735054347827,0.5673828125,neuralgcm,CHIRPS,7,1,MAM
5223,3552,6635,31694,0.5952136752136752,0.55953786473267,0.33893575600259573,1.3513390313390314,0.18628991168478262,0.25174082880434784,neuralgcm,CHIRPS,7,5,MAM
1143,3182,2661,40118,0.2642774566473988,0.6995268138801262,0.16361294016604638,0.8795375722543353,0.09181810461956522,0.08075747282608696,neuralgcm,CHIRPS,7,10,MAM
67,1148,188,45701,0.0551440329218107,0.7372549019607844,0.04775481111903065,0.20987654320987653,0.025793987771739132,0.005413552989130435,neuralgcm,CHIRPS,7,20,MAM
13551,4376,3061,26116,0.7558989234116138,0.18426438718998314,0.6456546598056032,0.9266469571038098,0.38058338994565216,0.3526664402173913,fourcastnet,ERA5,1,1,MAM
3527,5156,1243,37178,0.40619601520211907,0.26058700209643604,0.35532943784001614,0.5493493032362087,0.18433678668478262,0.10126528532608696,fourcastnet,ERA5,1,5,MAM
1133,3169,542,42260,0.26336587633658765,0.3235820895522388,0.2338976052848885,0.3893537889353789,0.09132982336956522,0.03555961277173913,fourcastnet,ERA5,1,10,MAM
194,1015,141,45754,0.16046319272125723,0.4208955223880597,0.1437037037037037,0.2770885028949545,0.025666610054347828,0.007111922554347826,fourcastnet,ERA5,1,20,MAM
14723,3204,2550,26627,0.8212751715289787,0.14762924795924276,0.7190018069053083,0.9635187147877503,0.38058338994565216,0.36669921875,gencast,ERA5,1,1,MAM
5690,2993,2103,36318,0.6553034665438212,0.26985756448094445,0.5275356944186909,0.8975008637567661,0.18433678668478262,0.16544242527173914,gencast,ERA5,1,5,MAM
2339,1963,1395,41407,0.5437006043700604,0.3735940010712373,0.4105669650693347,0.8679683867968386,0.09132982336956522,0.07927139945652174,gencast,ERA5,1,10,MAM
516,693,535,45360,0.4267990074441687,0.5090390104662227,0.2958715596330275,0.869313482216708,0.025666610054347828,0.02231233016304348,gencast,ERA5,1,20,MAM
14657,3270,5404,23773,0.8175935739387516,0.26937839589252777,0.6282199648536282,1.1190383220840074,0.38058338994565216,0.4258873980978261,graphcast,ERA5,1,1,MAM
4387,4296,2696,35725,0.5052401243809743,0.3806296766906678,0.38553475700852446,0.8157318898998042,0.18433678668478262,0.15036939538043478,graphcast,ERA5,1,5,MAM
